date,month,day,hour,min,disk,cpu_1,cpu_2,cpu_3,cpu_4
30,07,Tue,00,49,77.2,62.7,18.4,50.0,18.0
30,07,Tue,00,49,77.2,0.0,0.0,0.0,0.0
30,07,Tue,00,52,77.2,60.0,12.5,47.6,7.8
30,07,Tue,00,52,77.2,13.1,1.0,5.9,0.0
